trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,24995,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.92,0.92,0.92,0.92,False,False,False,False,0.0,0.0,0.0
2,20940,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.92,0.87,0.89,0.92,True,True,True,True,0.030000000000000027,0.050000000000000044,0.050000000000000044
3,8550,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.55,0.58,0.58,0.56,True,True,True,True,0.029999999999999916,0.019999999999999907,0.029999999999999916
4,15330,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.85,0.85,0.85,0.88,False,True,False,False,0.0,0.030000000000000027,0.0
5,11203,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
6,9562,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.45,0.42,0.43,0.44,True,True,True,True,0.020000000000000018,0.020000000000000018,0.030000000000000027
7,3623,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.1,0.05,0.05,0.07,True,True,True,True,0.05,0.020000000000000004,0.05
8,8304,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
9,12175,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.05,0.2,0.15,0.1,True,True,True,True,0.09999999999999999,0.1,0.15000000000000002
10,5076,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.05,0.1,0.07,0.05,True,True,True,True,0.020000000000000004,0.05,0.05
11,1778,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
12,10678,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.05,0.1,0.07,0.05,True,True,True,True,0.020000000000000004,0.05,0.05
13,24275,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
14,3988,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
15,9292,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
16,11665,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
17,8630,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
18,3181,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
19,11954,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.15,0.2,0.2,0.17,True,True,True,True,0.05000000000000002,0.03,0.05000000000000002
20,23775,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.95,0.9,0.92,0.95,True,True,True,True,0.029999999999999916,0.04999999999999993,0.04999999999999993
21,3651,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.12,0.12,0.12,0.15,False,True,False,False,0.0,0.03,0.0
22,4952,team_member_(equal_standing),team_member_(equal_standing),neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
