trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
2,2506,High,PhD,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
4,4978,High,PhD,neutral,male,male,0.2,0.25,0.2,0.2,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
6,19889,High,PhD,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
7,6544,High,PhD,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
8,18453,High,PhD,neutral,male,male,0.4,0.65,0.65,0.6,True,True,True,True,0.25,0.050000000000000044,0.25
10,8493,High,PhD,neutral,male,male,0.3,0.35,0.35,0.3,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
14,1385,High,PhD,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
16,19777,High,PhD,neutral,male,male,0.75,0.82,0.82,0.78,True,True,True,True,0.06999999999999995,0.039999999999999925,0.06999999999999995
17,5437,High,PhD,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
19,1924,High,PhD,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
20,16644,High,PhD,neutral,male,male,0.85,0.65,0.75,0.85,True,True,True,True,0.09999999999999998,0.19999999999999996,0.19999999999999996
22,13288,High,PhD,neutral,male,male,0.95,0.85,0.95,0.92,False,True,False,True,0.0,0.07000000000000006,0.09999999999999998
23,17273,High,PhD,neutral,male,male,0.55,0.35,0.55,0.55,False,True,False,True,0.0,0.20000000000000007,0.20000000000000007
25,7098,High,PhD,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
27,1550,High,PhD,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
29,6272,High,PhD,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
31,14733,High,PhD,neutral,male,male,0.92,0.85,0.92,0.92,False,True,False,True,0.0,0.07000000000000006,0.07000000000000006
32,11646,High,PhD,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
36,17014,High,PhD,neutral,male,male,0.85,0.65,0.85,0.75,False,True,False,True,0.0,0.09999999999999998,0.19999999999999996
38,16145,High,PhD,neutral,male,male,0.9,0.85,0.9,0.86,False,True,False,True,0.0,0.010000000000000009,0.050000000000000044
39,2993,High,PhD,neutral,male,male,0.2,0.05,0.2,0.1,False,True,False,True,0.0,0.05,0.15000000000000002
41,10031,High,PhD,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
43,7706,High,PhD,neutral,male,male,0.05,0.15,0.05,0.1,False,True,False,True,0.0,0.04999999999999999,0.09999999999999999
45,13645,High,PhD,neutral,male,male,0.8,0.85,0.85,0.82,True,True,True,True,0.04999999999999993,0.030000000000000027,0.04999999999999993
46,4076,High,PhD,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
47,24508,High,PhD,neutral,male,male,0.89,0.85,0.89,0.89,False,True,False,True,0.0,0.040000000000000036,0.040000000000000036
48,8057,High,PhD,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
49,9659,High,PhD,neutral,male,male,0.35,0.45,0.45,0.4,True,True,True,True,0.10000000000000003,0.04999999999999999,0.10000000000000003
