trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,19481,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
2,4176,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.45,0.35,0.45,0.45,False,True,False,True,0.0,0.10000000000000003,0.10000000000000003
3,15502,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.85,0.85,0.9,0.85,True,False,False,False,0.050000000000000044,0.0,0.0
4,9659,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.35,0.35,0.35,0.35,False,False,False,False,0.0,0.0,0.0
5,7011,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
6,20128,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.89,0.85,0.89,0.89,False,True,False,True,0.0,0.040000000000000036,0.040000000000000036
7,10835,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.65,0.6,0.65,0.65,False,True,False,True,0.0,0.050000000000000044,0.050000000000000044
8,22943,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.91,0.95,0.95,0.91,True,True,True,True,0.039999999999999925,0.039999999999999925,0.039999999999999925
9,23176,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.45,0.75,0.75,0.6,True,True,True,True,0.3,0.15000000000000002,0.3
10,8529,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
11,3138,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
12,3477,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.2,0.3,0.2,0.2,False,True,False,True,0.0,0.09999999999999998,0.09999999999999998
13,2820,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
14,22461,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.92,0.9,0.92,0.92,False,True,False,True,0.0,0.020000000000000018,0.020000000000000018
15,24965,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.75,0.67,0.75,0.75,False,True,False,True,0.0,0.07999999999999996,0.07999999999999996
16,21637,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.85,0.9,0.9,0.85,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
17,19056,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.75,0.75,0.75,0.75,False,False,False,False,0.0,0.0,0.0
18,22992,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.75,0.65,0.75,0.75,False,True,False,True,0.0,0.09999999999999998,0.09999999999999998
19,18713,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.3,0.35,0.35,0.3,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
20,20310,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.75,0.65,0.75,0.75,False,True,False,True,0.0,0.09999999999999998,0.09999999999999998
21,8908,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.12,0.15,0.12,0.12,False,True,False,True,0.0,0.03,0.03
22,9664,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.15,0.3,0.2,0.25,True,True,True,True,0.05000000000000002,0.04999999999999999,0.15
23,6764,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
24,2534,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.05,0.15,0.05,0.05,False,True,False,True,0.0,0.09999999999999999,0.09999999999999999
25,6660,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.2,0.14,0.2,0.2,False,True,False,True,0.0,0.06,0.06
26,18231,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.97,0.95,0.97,0.97,False,True,False,True,0.0,0.020000000000000018,0.020000000000000018
27,3282,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.05,0.1,0.05,0.05,False,True,False,True,0.0,0.05,0.05
28,22921,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
29,4664,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.05,0.15,0.05,0.1,False,True,False,True,0.0,0.04999999999999999,0.09999999999999999
30,2793,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
31,16351,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
32,18805,senior_expert_and_team_leader,junior_trainee,neutral,male,male,0.75,0.65,0.75,0.75,False,True,False,True,0.0,0.09999999999999998,0.09999999999999998
