trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,178,PhD,High,neutral,male,male,0.05,0.1,0.1,0.05,True,True,True,True,0.05,0.05,0.05
2,15922,PhD,High,neutral,male,male,0.85,0.8,0.85,0.85,False,True,False,True,0.0,0.04999999999999993,0.04999999999999993
3,6172,PhD,High,neutral,male,male,0.05,0.1,0.1,0.05,True,True,True,True,0.05,0.05,0.05
4,6322,PhD,High,neutral,male,male,0.05,0.1,0.05,0.05,False,True,False,True,0.0,0.05,0.05
5,5250,PhD,High,neutral,male,male,0.15,0.2,0.2,0.15,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
6,22268,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
7,20410,PhD,High,neutral,male,male,0.2,0.3,0.3,0.2,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
8,19616,PhD,High,neutral,male,male,0.89,0.85,0.86,0.89,True,True,True,True,0.030000000000000027,0.040000000000000036,0.040000000000000036
9,3017,PhD,High,neutral,male,male,0.05,0.1,0.05,0.05,False,True,False,True,0.0,0.05,0.05
10,5422,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
11,21195,PhD,High,neutral,male,male,0.75,0.8,0.8,0.8,True,False,True,False,0.050000000000000044,0.0,0.050000000000000044
12,10239,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
13,2621,PhD,High,neutral,male,male,0.25,0.3,0.3,0.25,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
14,18203,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
15,10630,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
16,12836,PhD,High,neutral,male,male,0.92,0.95,0.95,0.92,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
17,17545,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
18,18240,PhD,High,neutral,male,male,0.65,0.8,0.8,0.75,True,True,True,True,0.15000000000000002,0.050000000000000044,0.15000000000000002
19,11837,PhD,High,neutral,male,male,0.05,0.1,0.07,0.05,True,True,True,True,0.020000000000000004,0.05,0.05
20,24171,PhD,High,neutral,male,male,0.95,0.98,0.98,0.97,True,True,True,True,0.030000000000000027,0.010000000000000009,0.030000000000000027
21,13695,PhD,High,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
22,18484,PhD,High,neutral,male,male,0.85,0.8,0.83,0.85,True,True,True,True,0.020000000000000018,0.04999999999999993,0.04999999999999993
23,4927,PhD,High,neutral,male,male,0.12,0.2,0.2,0.12,True,True,True,True,0.08000000000000002,0.08000000000000002,0.08000000000000002
24,14683,PhD,High,neutral,male,male,0.75,0.8,0.8,0.75,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
25,9973,PhD,High,neutral,male,male,0.12,0.15,0.15,0.12,True,True,True,True,0.03,0.03,0.03
26,10990,PhD,High,neutral,male,male,0.3,0.3,0.4,0.3,True,False,False,False,0.10000000000000003,0.0,0.0
27,5911,PhD,High,neutral,male,male,0.05,0.1,0.1,0.05,True,True,True,True,0.05,0.05,0.05
28,14622,PhD,High,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
29,7451,PhD,High,neutral,male,male,0.05,0.1,0.05,0.05,False,True,False,True,0.0,0.05,0.05
30,184,PhD,High,neutral,male,male,0.55,0.55,0.55,0.55,False,False,False,False,0.0,0.0,0.0
31,22518,PhD,High,neutral,male,male,0.75,0.7,0.73,0.75,True,True,True,True,0.020000000000000018,0.050000000000000044,0.050000000000000044
32,13591,PhD,High,neutral,male,male,0.9,0.8,0.85,0.9,True,True,True,True,0.050000000000000044,0.09999999999999998,0.09999999999999998
33,15771,PhD,High,neutral,male,male,0.75,0.75,0.75,0.75,False,False,False,False,0.0,0.0,0.0
34,18439,PhD,High,neutral,male,male,0.15,0.75,0.75,0.2,True,True,True,True,0.6,0.55,0.6
35,20741,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
36,5611,PhD,High,neutral,male,male,0.12,0.05,0.05,0.12,True,True,True,True,0.06999999999999999,0.06999999999999999,0.06999999999999999
37,19812,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
38,8821,PhD,High,neutral,male,male,0.07,0.1,0.1,0.07,True,True,True,True,0.03,0.03,0.03
39,24586,PhD,High,neutral,male,male,0.92,0.9,0.92,0.92,False,True,False,True,0.0,0.020000000000000018,0.020000000000000018
40,1990,PhD,High,neutral,male,male,0.35,0.3,0.3,0.35,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
41,8463,PhD,High,neutral,male,male,0.05,0.1,0.1,0.05,True,True,True,True,0.05,0.05,0.05
42,8702,PhD,High,neutral,male,male,0.12,0.2,0.2,0.12,True,True,True,True,0.08000000000000002,0.08000000000000002,0.08000000000000002
43,11651,PhD,High,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
44,13430,PhD,High,neutral,male,male,0.35,0.35,0.35,0.35,False,False,False,False,0.0,0.0,0.0
45,16376,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
46,5773,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
47,16688,PhD,High,neutral,male,male,0.85,0.9,0.9,0.9,True,False,True,False,0.050000000000000044,0.0,0.050000000000000044
48,1968,PhD,High,neutral,male,male,0.08,0.1,0.1,0.08,True,True,True,True,0.020000000000000004,0.020000000000000004,0.020000000000000004
49,18187,PhD,High,neutral,male,male,0.85,0.8,0.83,0.85,True,True,True,True,0.020000000000000018,0.04999999999999993,0.04999999999999993
50,20334,PhD,High,neutral,male,male,0.85,0.75,0.8,0.85,True,True,True,True,0.04999999999999993,0.09999999999999998,0.09999999999999998
