trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,826,PhD,High,neutral,male,male,0.05,0.15,0.05,0.05,False,True,False,True,0.0,0.09999999999999999,0.09999999999999999
2,597,PhD,High,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
3,334,PhD,High,neutral,male,male,0.92,0.95,0.92,0.92,False,True,False,True,0.0,0.029999999999999916,0.029999999999999916
4,834,PhD,High,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
7,439,PhD,High,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
8,230,PhD,High,neutral,male,male,0.55,0.6,0.55,0.55,False,True,False,True,0.0,0.04999999999999993,0.04999999999999993
9,123,PhD,High,neutral,male,male,0.8,0.85,0.85,0.82,True,True,True,True,0.04999999999999993,0.030000000000000027,0.04999999999999993
10,705,PhD,High,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
11,318,PhD,High,neutral,male,male,0.65,0.6,0.65,0.65,False,True,False,True,0.0,0.050000000000000044,0.050000000000000044
13,382,PhD,High,neutral,male,male,0.65,0.85,0.65,0.75,False,True,False,True,0.0,0.09999999999999998,0.19999999999999996
14,1013,PhD,High,neutral,male,male,0.1,0.15,0.1,0.1,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
15,121,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
16,1038,PhD,High,neutral,male,male,0.1,0.2,0.1,0.1,False,True,False,True,0.0,0.1,0.1
17,989,PhD,High,neutral,male,male,0.55,0.6,0.55,0.55,False,True,False,True,0.0,0.04999999999999993,0.04999999999999993
18,872,PhD,High,neutral,male,male,0.2,0.12,0.2,0.15,False,True,False,True,0.0,0.03,0.08000000000000002
19,333,PhD,High,neutral,male,male,0.65,0.85,0.65,0.75,False,True,False,True,0.0,0.09999999999999998,0.19999999999999996
20,303,PhD,High,neutral,male,male,0.35,0.85,0.35,0.75,False,True,False,True,0.0,0.09999999999999998,0.5
21,64,PhD,High,neutral,male,male,0.45,0.75,0.45,0.6,False,True,False,True,0.0,0.15000000000000002,0.3
22,24,PhD,High,neutral,male,male,0.75,0.5,0.75,0.65,False,True,False,True,0.0,0.15000000000000002,0.25
23,876,PhD,High,neutral,male,male,0.2,0.25,0.2,0.2,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
24,1055,PhD,High,neutral,male,male,0.7,0.6,0.7,0.7,False,True,False,True,0.0,0.09999999999999998,0.09999999999999998
25,640,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
26,970,PhD,High,neutral,male,male,0.2,0.35,0.2,0.25,False,True,False,True,0.0,0.09999999999999998,0.14999999999999997
28,359,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
29,399,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
30,835,PhD,High,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
31,41,PhD,High,neutral,male,male,0.6,0.65,0.65,0.6,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
32,19,PhD,High,neutral,male,male,0.75,0.65,0.75,0.73,False,True,False,True,0.0,0.07999999999999996,0.09999999999999998
33,937,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
34,238,PhD,High,neutral,male,male,0.45,0.65,0.45,0.5,False,True,False,True,0.0,0.15000000000000002,0.2
35,13,PhD,High,neutral,male,male,0.65,0.85,0.65,0.75,False,True,False,True,0.0,0.09999999999999998,0.19999999999999996
36,235,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
38,462,PhD,High,neutral,male,male,0.2,0.35,0.2,0.25,False,True,False,True,0.0,0.09999999999999998,0.14999999999999997
39,646,PhD,High,neutral,male,male,0.12,0.15,0.12,0.1,False,True,False,True,0.0,0.04999999999999999,0.03
40,896,PhD,High,neutral,male,male,0.05,0.15,0.05,0.1,False,True,False,True,0.0,0.04999999999999999,0.09999999999999999
41,149,PhD,High,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
42,626,PhD,High,neutral,male,male,0.2,0.15,0.2,0.2,False,True,False,True,0.0,0.05000000000000002,0.05000000000000002
43,146,PhD,High,neutral,male,male,0.9,0.95,0.95,0.93,True,True,True,True,0.04999999999999993,0.019999999999999907,0.04999999999999993
44,419,PhD,High,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
45,68,PhD,High,neutral,male,male,0.6,0.65,0.6,0.6,False,True,False,True,0.0,0.050000000000000044,0.050000000000000044
46,190,PhD,High,neutral,male,male,0.8,0.85,0.8,0.83,False,True,False,True,0.0,0.020000000000000018,0.04999999999999993
47,984,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
