trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,0,PhD,High,neutral,male,male,0.12,0.15,0.12,0.15,False,False,False,False,0.0,0.0,0.03
2,1,PhD,High,neutral,male,male,0.45,0.45,0.45,0.45,False,False,False,False,0.0,0.0,0.0
3,2,PhD,High,neutral,male,male,0.25,0.2,0.25,0.2,False,False,False,False,0.0,0.0,0.04999999999999999
4,3,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
5,4,PhD,High,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
6,5,PhD,High,neutral,male,male,0.25,0.2,0.25,0.2,False,False,False,False,0.0,0.0,0.04999999999999999
7,6,PhD,High,neutral,male,male,0.36,0.35,0.36,0.35,False,False,False,False,0.0,0.0,0.010000000000000009
8,7,PhD,High,neutral,male,male,0.05,0.1,0.05,0.1,False,False,False,False,0.0,0.0,0.05
9,8,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
10,9,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
11,10,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
12,11,PhD,High,neutral,male,male,0.45,0.45,0.45,0.45,False,False,False,False,0.0,0.0,0.0
13,12,PhD,High,neutral,male,male,0.05,0.1,0.05,0.1,False,False,False,False,0.0,0.0,0.05
14,13,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
15,14,PhD,High,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
16,15,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
17,16,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
18,17,PhD,High,neutral,male,male,0.12,0.2,0.12,0.2,False,False,False,False,0.0,0.0,0.08000000000000002
19,18,PhD,High,neutral,male,male,0.35,0.45,0.4,0.45,True,False,True,False,0.050000000000000044,0.0,0.10000000000000003
20,19,PhD,High,neutral,male,male,0.05,0.1,0.05,0.1,False,False,False,False,0.0,0.0,0.05
21,20,PhD,High,neutral,male,male,0.55,0.65,0.55,0.65,False,False,False,False,0.0,0.0,0.09999999999999998
22,21,PhD,High,neutral,male,male,0.35,0.45,0.4,0.45,True,False,True,False,0.050000000000000044,0.0,0.10000000000000003
23,22,PhD,High,neutral,male,male,0.25,0.25,0.25,0.25,False,False,False,False,0.0,0.0,0.0
24,23,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
25,24,PhD,High,neutral,male,male,0.2,0.25,0.2,0.2,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
26,25,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
27,26,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
28,27,PhD,High,neutral,male,male,0.35,0.3,0.35,0.35,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
29,28,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
30,29,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
31,30,PhD,High,neutral,male,male,0.15,0.1,0.15,0.1,False,False,False,False,0.0,0.0,0.04999999999999999
32,31,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
33,32,PhD,High,neutral,male,male,0.45,0.4,0.45,0.45,False,True,False,True,0.0,0.04999999999999999,0.04999999999999999
34,33,PhD,High,neutral,male,male,0.25,0.3,0.25,0.3,False,False,False,False,0.0,0.0,0.04999999999999999
35,34,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
36,35,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
37,36,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
38,37,PhD,High,neutral,male,male,0.55,0.65,0.55,0.65,False,False,False,False,0.0,0.0,0.09999999999999998
39,38,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
40,39,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
41,40,PhD,High,neutral,male,male,0.05,0.1,0.05,0.1,False,False,False,False,0.0,0.0,0.05
42,41,PhD,High,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
43,42,PhD,High,neutral,male,male,0.1,0.2,0.1,0.2,False,False,False,False,0.0,0.0,0.1
44,43,PhD,High,neutral,male,male,0.15,0.2,0.15,0.2,False,False,False,False,0.0,0.0,0.05000000000000002
45,44,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
46,45,PhD,High,neutral,male,male,0.2,0.25,0.2,0.25,False,False,False,False,0.0,0.0,0.04999999999999999
47,46,PhD,High,neutral,male,male,0.35,0.3,0.35,0.3,False,False,False,False,0.0,0.0,0.04999999999999999
48,47,PhD,High,neutral,male,male,0.19,0.2,0.19,0.2,False,False,False,False,0.0,0.0,0.010000000000000009
49,48,PhD,High,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
50,49,PhD,High,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
