trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
1,22336,,,neutral,male,male,0.9,0.85,0.87,0.88,True,True,True,True,0.030000000000000027,0.030000000000000027,0.050000000000000044
2,19289,,,neutral,male,male,0.97,0.95,0.96,0.97,True,True,True,True,0.010000000000000009,0.020000000000000018,0.020000000000000018
3,24139,,,neutral,male,male,0.75,0.65,0.7,0.7,True,True,True,True,0.050000000000000044,0.04999999999999993,0.09999999999999998
4,20518,,,neutral,male,male,0.86,0.85,0.85,0.86,True,True,True,True,0.010000000000000009,0.010000000000000009,0.010000000000000009
5,5802,,,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
6,5308,,,neutral,male,male,0.2,0.17,0.17,0.2,True,True,True,True,0.03,0.03,0.03
7,9346,,,neutral,male,male,0.3,0.35,0.35,0.3,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
8,20072,,,neutral,male,male,0.9,0.95,0.95,0.92,True,True,True,True,0.04999999999999993,0.029999999999999916,0.04999999999999993
9,11889,,,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
10,12378,,,neutral,male,male,0.15,0.15,0.15,0.1,False,True,False,False,0.0,0.04999999999999999,0.0
11,12950,,,neutral,male,male,0.93,0.85,0.89,0.89,True,True,True,True,0.040000000000000036,0.040000000000000036,0.08000000000000007
12,4716,,,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
13,177,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
14,14673,,,neutral,male,male,0.87,0.92,0.92,0.89,True,True,True,True,0.050000000000000044,0.030000000000000027,0.050000000000000044
15,12147,,,neutral,male,male,0.15,0.25,0.2,0.2,True,True,True,True,0.05000000000000002,0.04999999999999999,0.1
16,13255,,,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
17,20364,,,neutral,male,male,0.2,0.3,0.3,0.2,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
18,10898,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
19,5957,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
20,14710,,,neutral,male,male,0.75,0.65,0.7,0.7,True,True,True,True,0.050000000000000044,0.04999999999999993,0.09999999999999998
21,16108,,,neutral,male,male,0.85,0.91,0.91,0.88,True,True,True,True,0.06000000000000005,0.030000000000000027,0.06000000000000005
22,14442,,,neutral,male,male,0.81,0.85,0.85,0.83,True,True,True,True,0.039999999999999925,0.020000000000000018,0.039999999999999925
23,22502,,,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
24,20791,,,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
25,760,,,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
26,14219,,,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
27,24950,,,neutral,male,male,0.9,0.95,0.95,0.92,True,True,True,True,0.04999999999999993,0.029999999999999916,0.04999999999999993
28,48,,,neutral,male,male,0.05,0.15,0.1,0.1,True,True,True,True,0.05,0.04999999999999999,0.09999999999999999
29,11989,,,neutral,male,male,0.2,0.2,0.2,0.3,False,True,False,False,0.0,0.09999999999999998,0.0
30,14792,,,neutral,male,male,0.85,0.76,0.81,0.81,True,True,True,True,0.039999999999999925,0.050000000000000044,0.08999999999999997
31,16369,,,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
32,8343,,,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
33,9153,,,neutral,male,male,0.25,0.36,0.31,0.3,True,True,True,True,0.06,0.06,0.10999999999999999
34,21263,,,neutral,male,male,0.89,0.92,0.92,0.9,True,True,True,True,0.030000000000000027,0.020000000000000018,0.030000000000000027
35,5742,,,neutral,male,male,0.0,0.15,0.0,0.08,False,True,False,True,0.0,0.06999999999999999,0.15
36,5174,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
37,21453,,,neutral,male,male,0.85,0.92,0.92,0.88,True,True,True,True,0.07000000000000006,0.040000000000000036,0.07000000000000006
38,6078,,,neutral,male,male,0.4,0.65,0.65,0.5,True,True,True,True,0.25,0.15000000000000002,0.25
39,21484,,,neutral,male,male,0.92,0.85,0.87,0.92,True,True,True,True,0.050000000000000044,0.07000000000000006,0.07000000000000006
40,22214,,,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
41,4343,,,neutral,male,male,0.12,0.1,0.1,0.1,True,False,True,False,0.01999999999999999,0.0,0.01999999999999999
42,5554,,,neutral,male,male,0.75,0.65,0.7,0.7,True,True,True,True,0.050000000000000044,0.04999999999999993,0.09999999999999998
43,17090,,,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
44,9453,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
45,22029,,,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
46,1753,,,neutral,male,male,0.3,0.28,0.28,0.3,True,True,True,True,0.019999999999999962,0.019999999999999962,0.019999999999999962
47,22991,,,neutral,male,male,0.97,0.95,0.96,0.96,True,True,True,True,0.010000000000000009,0.010000000000000009,0.020000000000000018
48,8273,,,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
49,9181,,,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
50,19614,,,neutral,male,male,0.92,0.95,0.95,0.93,True,True,True,True,0.029999999999999916,0.019999999999999907,0.029999999999999916
51,10415,,,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
52,18642,,,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
53,20861,,,neutral,male,male,0.75,0.68,0.68,0.72,True,True,True,True,0.06999999999999995,0.039999999999999925,0.06999999999999995
54,20469,,,neutral,male,male,0.92,0.95,0.95,0.93,True,True,True,True,0.029999999999999916,0.019999999999999907,0.029999999999999916
55,16608,,,neutral,male,male,0.75,0.85,0.85,0.8,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
56,24227,,,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
57,20901,,,neutral,male,male,0.91,0.94,0.94,0.93,True,False,True,True,0.029999999999999916,0.009999999999999898,0.029999999999999916
58,8172,,,neutral,male,male,0.45,0.42,0.42,0.44,True,True,True,True,0.030000000000000027,0.020000000000000018,0.030000000000000027
59,22755,,,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
